Частота (Гц), Фаза (градусы)
232.50, -37.46
232.55, -113.44
232.60, -133.93
232.65, -60.40
232.70, -141.44
232.75, 43.64
232.80, -37.83
232.85, -45.52
232.90, -174.39
232.95, -0.11
233.00, 81.08
233.05, -28.03
233.10, -154.73
233.15, -13.75
233.20, -136.74
233.25, -2.69
233.30, -33.93
233.35, -5.21
233.40, 5.25
233.45, 50.15
233.50, -76.86
233.55, -8.35
233.60, 96.76
233.65, 155.83
233.70, -68.30
233.75, -168.00
233.80, 61.15
233.85, 154.47
233.90, 121.65
233.95, 77.28
234.00, 52.28
234.05, 91.78
234.10, 120.88
234.15, 1.10
234.20, 70.00
234.25, -98.88
234.30, -34.89
234.35, 18.04
234.40, -86.11
234.45, 0.37
234.50, 163.57
234.55, 121.45
234.60, -123.37
234.65, 98.86
234.70, -62.98
234.75, -159.09
234.80, 147.64
234.85, 144.81
234.90, 159.07
234.95, 100.96
235.00, 15.29
235.05, 158.41
235.10, -20.08
235.15, -170.43
235.20, -164.60
235.25, -50.39
235.30, -138.85
235.35, -95.31
235.40, -146.88
235.45, -76.21
235.50, -91.13
235.55, -178.73
235.60, 171.72
235.65, 8.33
235.70, 49.57
235.75, 86.03
235.80, 154.50
235.85, 78.36
235.90, 140.30
235.95, 139.87
236.00, -56.74
236.05, -123.98
236.10, 166.71
236.15, 123.17
236.20, 84.15
236.25, -145.62
236.30, 3.66
236.35, 25.18
236.40, 36.21
236.45, -176.48
236.50, -102.32
236.55, -97.68
236.60, -151.42
236.65, -100.85
236.70, -109.70
236.75, 29.36
236.80, 147.29
236.85, 130.46
236.90, -43.95
236.95, -91.16
237.00, -159.03
237.05, -79.43
237.10, -151.88
237.15, -126.47
237.20, -70.51
237.25, -121.25
237.30, -90.18
237.35, 83.10
237.40, 86.54
237.45, 34.79
237.50, -169.16
237.55, -98.03
237.60, -42.52
237.65, -101.61
237.70, -169.38
237.75, -152.56
237.80, 97.44
237.85, -46.73
237.90, -151.30
237.95, -97.70
238.00, 109.99
238.05, 122.55
238.10, 84.62
238.15, -17.57
238.20, -158.03
238.25, -172.69
238.30, -75.15
238.35, 16.74
238.40, 79.71
238.45, -60.05
238.50, 125.31
238.55, 107.26
238.60, -71.01
238.65, 157.74
238.70, -123.43
238.75, 24.26
238.80, 123.66
238.85, -25.58
238.90, -36.23
238.95, -159.03
239.00, -142.67
239.05, 5.90
239.10, -67.05
239.15, 92.58
239.20, 97.34
239.25, 103.78
239.30, 136.63
239.35, -131.00
239.40, -138.18
239.45, 80.00
239.50, 86.17
239.55, 16.91
239.60, -62.47
239.65, -60.99
239.70, -174.67
239.75, 135.00
239.80, 10.44
239.85, 60.16
239.90, -34.00
239.95, 95.54
240.00, 48.79
240.05, -103.77
240.10, -9.52
240.15, 127.18
240.20, 90.86
240.25, 52.50
240.30, 52.99
240.35, -96.35
240.40, 46.54
240.45, 23.79
240.50, -42.82
240.55, 65.85
240.60, -95.29
240.65, -84.03
240.70, 54.58
240.75, -125.70
240.80, -138.90
240.85, -160.65
240.90, -34.98
240.95, 120.45
241.00, -86.73
241.05, 114.43
241.10, 155.30
241.15, 146.63
241.20, -74.76
241.25, 19.79
241.30, -7.97
241.35, 53.71
241.40, -37.57
241.45, 160.77
241.50, -14.23
241.55, -128.52
241.60, -34.64
241.65, -73.19
241.70, -26.34
241.75, -133.16
241.80, -107.90
241.85, -126.11
241.90, 100.49
241.95, -91.53
242.00, 28.51
242.05, -139.39
242.10, -6.98
242.15, -10.46
242.20, 23.41
242.25, -174.35
242.30, 177.69
242.35, 110.75
242.40, -56.84
242.45, 88.96
242.50, 59.08
242.55, 118.96
242.60, -11.23
242.65, -6.77
242.70, -48.99
242.75, -148.68
242.80, -24.92
242.85, 179.38
242.90, 32.40
242.95, 75.36
243.00, -101.99
243.05, -104.48
243.10, 65.51
243.15, 15.84
243.20, -39.16
243.25, -120.60
243.30, 112.99
243.35, -40.43
243.40, 140.45
243.45, -70.91
243.50, 111.15
243.55, -10.24
243.60, 83.73
243.65, 160.22
243.70, 9.98
243.75, -126.44
243.80, -178.71
243.85, 82.09
243.90, -130.94
243.95, 168.71
244.00, -171.11
244.05, -167.25
244.10, 25.98
244.15, -13.62
244.20, -65.26
244.25, -83.47
244.30, -138.91
244.35, -160.23
244.40, 136.90
244.45, 41.70
244.50, -67.72
244.55, -107.89
244.60, 147.31
244.65, -25.70
244.70, -42.98
244.75, -0.01
244.80, -6.30
244.85, -74.90
244.90, 16.51
244.95, 26.45
245.00, 32.42
245.05, 17.14
245.10, -75.09
245.15, 105.41
245.20, -9.18
245.25, -54.08
245.30, 26.14
245.35, 170.76
245.40, -103.52
245.45, -8.37
245.50, 161.05
245.55, -108.40
245.60, -46.00
245.65, -16.33
245.70, 79.37
245.75, 9.22
245.80, -61.46
245.85, -175.27
245.90, 30.34
245.95, -57.73
246.00, 92.62
246.05, 35.00
246.10, -34.42
246.15, 50.60
246.20, -2.49
246.25, 119.47
246.30, 22.54
246.35, -16.71
246.40, -57.52
246.45, 163.81
246.50, -17.96
246.55, 148.05
246.60, 95.31
246.65, 146.61
246.70, -172.73
246.75, -132.48
246.80, -14.41
246.85, -102.20
246.90, -118.60
246.95, 105.56
247.00, -78.30
247.05, 117.29
247.10, 33.30
247.15, 18.73
247.20, -17.05
247.25, 90.36
247.30, -22.44
247.35, -97.70
247.40, 31.62
247.45, 78.76
247.50, 34.98
247.55, -74.95
247.60, -29.65
247.65, -133.42
247.70, 19.08
247.75, -4.12
247.80, 52.36
247.85, -73.48
247.90, -130.59
247.95, 64.73
248.00, 132.33
248.05, -66.11
248.10, -150.77
248.15, 6.41
248.20, -162.35
248.25, -18.31
248.30, -50.33
248.35, 63.11
248.40, -15.35
248.45, 109.20
248.50, -172.33
248.55, -21.83
248.60, 13.16
248.65, 111.14
248.70, 28.90
248.75, -97.89
248.80, 118.19
248.85, 77.03
248.90, 155.53
248.95, 148.00
249.00, -122.44
249.05, -118.89
249.10, -48.08
249.15, -49.78
249.20, -147.90
249.25, -84.34
249.30, 11.31
249.35, -57.74
249.40, -29.65
249.45, 120.42
249.50, 135.34
249.55, 100.41
249.60, 22.96
249.65, 37.17
249.70, 41.91
249.75, -5.70
249.80, 166.70
249.85, 12.12
249.90, 93.08
249.95, 81.36
